_id,table,county,product,chronic_flag,chronic_number_v2,chronic_condition,count,med_oop_member,p25th_oop_member,p75th_oop_member,med_claim_ct,p25th_claim_member,p75th_claim_member
333,dashboard_1,Stanislaus,"All, Excluding Medi-Cal",No chronic condition,,,104632,36.52,,,4,,
334,dashboard_1,Tuolumne,"All, Excluding Medi-Cal",No chronic condition,,,6799,147.5,,,4,,
335,dashboard_1,Tuolumne,"All, Excluding Medi-Cal",With chronic condition,,,17214,779.9,,,19,,
336,dashboard_1,Tuolumne,"All, Excluding Medi-Cal",All,,,24013,549.91,,,13,,
337,dashboard_1,Placer,"All, Excluding Medi-Cal",With chronic condition,,,128404,225,,,14,,
338,dashboard_1,Kern,"All, Excluding Medi-Cal",With chronic condition,,,191728,231.32,,,13,,
339,dashboard_1,Kern,"All, Excluding Medi-Cal",No chronic condition,,,129401,40,,,3,,
340,dashboard_1,Kern,"All, Excluding Medi-Cal",All,,,321129,110,,,8,,
341,dashboard_1,Placer,"All, Excluding Medi-Cal",All,,,245696,90,,,8,,
342,dashboard_1,Placer,"All, Excluding Medi-Cal",No chronic condition,,,117292,35,,,4,,
343,dashboard_1,Mono,"All, Excluding Medi-Cal",No chronic condition,,,1930,259.1,,,4,,
344,dashboard_1,Mono,"All, Excluding Medi-Cal",All,,,4251,579.2,,,8,,
345,dashboard_1,Mono,"All, Excluding Medi-Cal",With chronic condition,,,2321,965.96,,,14,,
346,dashboard_1,Monterey,"All, Excluding Medi-Cal",All,,,138579,383.53,,,9,,
347,dashboard_1,Monterey,"All, Excluding Medi-Cal",With chronic condition,,,84781,685.9,,,15,,
348,dashboard_1,Monterey,"All, Excluding Medi-Cal",No chronic condition,,,53798,90,,,4,,
349,dashboard_1,San Mateo,"All, Excluding Medi-Cal",All,,,384420,70.32,,,8,,
350,dashboard_1,Trinity,"All, Excluding Medi-Cal",With chronic condition,,,3325,881.78,,,16,,
351,dashboard_1,San Mateo,"All, Excluding Medi-Cal",With chronic condition,,,184279,200,,,13,,
352,dashboard_1,Trinity,"All, Excluding Medi-Cal",All,,,4712,579.48,,,11,,
353,dashboard_1,Trinity,"All, Excluding Medi-Cal",No chronic condition,,,1387,202,,,3,,
354,dashboard_1,San Mateo,"All, Excluding Medi-Cal",No chronic condition,,,200141,25,,,5,,
355,dashboard_1,Alameda,COMMERCIAL,With chronic condition,,,221966,112.24,,,11,,
356,dashboard_1,Alameda,COMMERCIAL,No chronic condition,,,442609,20,,,5,,
357,dashboard_1,Alameda,COMMERCIAL,All,,,664575,40,,,6,,
358,dashboard_1,All,COMMERCIAL,No chronic condition,,,7585504,35,,,4,,
359,dashboard_1,All,COMMERCIAL,All,,,12297224,60,,,6,,
360,dashboard_1,All,COMMERCIAL,With chronic condition,,,4711720,155,,,11,,
361,dashboard_1,Alpine,COMMERCIAL,With chronic condition,,,92,808.82,,,11,,
362,dashboard_1,Alpine,COMMERCIAL,No chronic condition,,,111,196.5,,,4,,
363,dashboard_1,Alpine,COMMERCIAL,All,,,203,391.73,,,6,,
364,dashboard_1,Amador,COMMERCIAL,With chronic condition,,,4351,207.62,,,10,,
365,dashboard_1,Amador,COMMERCIAL,No chronic condition,,,5596,50,,,4,,
366,dashboard_1,Amador,COMMERCIAL,All,,,9947,90,,,6,,
367,dashboard_1,Butte,COMMERCIAL,With chronic condition,,,19404,438.45,,,11,,
368,dashboard_1,Butte,COMMERCIAL,No chronic condition,,,23628,105.36,,,4,,
369,dashboard_1,Butte,COMMERCIAL,All,,,43032,210,,,6,,
370,dashboard_1,Calaveras,COMMERCIAL,No chronic condition,,,5272,70,,,4,,
371,dashboard_1,Calaveras,COMMERCIAL,With chronic condition,,,4909,376.63,,,10,,
372,dashboard_1,Calaveras,COMMERCIAL,All,,,10181,157.77,,,6,,
373,dashboard_1,Colusa,COMMERCIAL,With chronic condition,,,2409,474.19,,,10,,
374,dashboard_1,Colusa,COMMERCIAL,No chronic condition,,,2694,120,,,4,,
375,dashboard_1,Colusa,COMMERCIAL,All,,,5103,234.14,,,6,,
376,dashboard_1,Contra Costa,COMMERCIAL,With chronic condition,,,164385,120,,,12,,
377,dashboard_1,Contra Costa,COMMERCIAL,No chronic condition,,,305483,20,,,5,,
378,dashboard_1,Contra Costa,COMMERCIAL,All,,,469868,40,,,6,,
379,dashboard_1,Del Norte,COMMERCIAL,With chronic condition,,,2236,703.52,,,11,,
380,dashboard_1,Del Norte,COMMERCIAL,No chronic condition,,,2728,164.69,,,4,,
381,dashboard_1,Del Norte,COMMERCIAL,All,,,4964,371.79,,,6,,
382,dashboard_1,El Dorado,COMMERCIAL,No chronic condition,,,40698,45,,,4,,
383,dashboard_1,El Dorado,COMMERCIAL,With chronic condition,,,27089,195,,,11,,
384,dashboard_1,El Dorado,COMMERCIAL,All,,,67787,80,,,6,,
385,dashboard_1,Fresno,COMMERCIAL,No chronic condition,,,126533,47.28,,,4,,
386,dashboard_1,Fresno,COMMERCIAL,With chronic condition,,,104799,221,,,11,,
387,dashboard_1,Fresno,COMMERCIAL,All,,,231332,100,,,6,,
388,dashboard_1,Glenn,COMMERCIAL,With chronic condition,,,2731,465.97,,,10,,
389,dashboard_1,Glenn,COMMERCIAL,No chronic condition,,,3289,120,,,4,,
390,dashboard_1,Glenn,COMMERCIAL,All,,,6020,235,,,6,,
391,dashboard_1,Humboldt,COMMERCIAL,No chronic condition,,,14836,90,,,3,,
392,dashboard_1,Humboldt,COMMERCIAL,With chronic condition,,,11918,459.9,,,9,,
393,dashboard_1,Humboldt,COMMERCIAL,All,,,26754,193.38,,,5,,
394,dashboard_1,Imperial,COMMERCIAL,With chronic condition,,,14981,190,,,11,,
395,dashboard_1,Imperial,COMMERCIAL,No chronic condition,,,18168,20,,,3,,
396,dashboard_1,Imperial,COMMERCIAL,All,,,33149,75,,,6,,
397,dashboard_1,Inyo,COMMERCIAL,With chronic condition,,,2611,459.01,,,11,,
398,dashboard_1,Inyo,COMMERCIAL,No chronic condition,,,2974,85.27,,,4,,
399,dashboard_1,Inyo,COMMERCIAL,All,,,5585,200,,,6,,
400,dashboard_1,Kern,COMMERCIAL,No chronic condition,,,117593,45,,,4,,
401,dashboard_1,Kern,COMMERCIAL,With chronic condition,,,98585,184.37,,,11,,
402,dashboard_1,Kern,COMMERCIAL,All,,,216178,90,,,6,,
403,dashboard_1,Kings,COMMERCIAL,With chronic condition,,,14359,240,,,11,,
404,dashboard_1,Kings,COMMERCIAL,No chronic condition,,,13902,60,,,4,,
405,dashboard_1,Kings,COMMERCIAL,All,,,28261,121.24,,,6,,
406,dashboard_1,Lake,COMMERCIAL,No chronic condition,,,4870,101.89,,,4,,
407,dashboard_1,Lake,COMMERCIAL,With chronic condition,,,4923,559.53,,,10,,
408,dashboard_1,Lake,COMMERCIAL,All,,,9793,260,,,6,,
409,dashboard_1,Lassen,COMMERCIAL,No chronic condition,,,3777,122.89,,,3,,
410,dashboard_1,Lassen,COMMERCIAL,With chronic condition,,,3080,618.69,,,10,,
411,dashboard_1,Lassen,COMMERCIAL,All,,,6857,299.95,,,6,,
412,dashboard_1,Los Angeles,COMMERCIAL,No chronic condition,,,1855255,35,,,4,,
413,dashboard_1,Los Angeles,COMMERCIAL,With chronic condition,,,1194388,145,,,11,,
414,dashboard_1,Los Angeles,COMMERCIAL,All,,,3049643,60,,,6,,
415,dashboard_1,Madera,COMMERCIAL,With chronic condition,,,15604,200,,,11,,
416,dashboard_1,Madera,COMMERCIAL,No chronic condition,,,18116,50,,,4,,
417,dashboard_1,Madera,COMMERCIAL,All,,,33720,100,,,6,,
418,dashboard_1,Marin,COMMERCIAL,With chronic condition,,,36305,250,,,12,,
419,dashboard_1,Marin,COMMERCIAL,No chronic condition,,,66214,55,,,5,,
420,dashboard_1,Marin,COMMERCIAL,All,,,102519,98.51,,,7,,
421,dashboard_1,Mariposa,COMMERCIAL,No chronic condition,,,1723,60,,,4,,
422,dashboard_1,Mariposa,COMMERCIAL,With chronic condition,,,1522,226.16,,,11,,
423,dashboard_1,Mariposa,COMMERCIAL,All,,,3245,120,,,6,,
424,dashboard_1,Mendocino,COMMERCIAL,With chronic condition,,,6489,520,,,9,,
425,dashboard_1,Mendocino,COMMERCIAL,No chronic condition,,,6850,107.06,,,3,,
426,dashboard_1,Mendocino,COMMERCIAL,All,,,13339,245,,,5,,
427,dashboard_1,Merced,COMMERCIAL,With chronic condition,,,25368,281.42,,,10,,
428,dashboard_1,Merced,COMMERCIAL,No chronic condition,,,31385,65,,,4,,
429,dashboard_1,Merced,COMMERCIAL,All,,,56753,129.23,,,6,,
430,dashboard_1,Modoc,COMMERCIAL,No chronic condition,,,505,171.69,,,3,,
431,dashboard_1,Modoc,COMMERCIAL,With chronic condition,,,399,604.42,,,9,,
432,dashboard_1,Modoc,COMMERCIAL,All,,,904,361.03,,,5,,
433,dashboard_1,Mono,COMMERCIAL,With chronic condition,,,1140,759.59,,,11,,
434,dashboard_1,Mono,COMMERCIAL,No chronic condition,,,1626,231.84,,,4,,
435,dashboard_1,Mono,COMMERCIAL,All,,,2766,415.1,,,6,,
436,dashboard_1,Monterey,COMMERCIAL,No chronic condition,,,47332,88.46,,,4,,
437,dashboard_1,Monterey,COMMERCIAL,With chronic condition,,,38664,480.32,,,10,,
438,dashboard_1,Monterey,COMMERCIAL,All,,,85996,195,,,6,,
439,dashboard_1,Napa,COMMERCIAL,No chronic condition,,,34099,30,,,4,,
440,dashboard_1,Napa,COMMERCIAL,With chronic condition,,,19245,160,,,12,,
441,dashboard_1,Napa,COMMERCIAL,All,,,53344,60,,,6,,
442,dashboard_1,Nevada,COMMERCIAL,With chronic condition,,,11375,362.22,,,10,,
443,dashboard_1,Nevada,COMMERCIAL,No chronic condition,,,14759,95,,,4,,
444,dashboard_1,Nevada,COMMERCIAL,All,,,26134,170.42,,,6,,
445,dashboard_1,Orange,COMMERCIAL,With chronic condition,,,401256,207.86,,,11,,
446,dashboard_1,Orange,COMMERCIAL,No chronic condition,,,676139,45,,,4,,
447,dashboard_1,Orange,COMMERCIAL,All,,,1077395,80.36,,,6,,
448,dashboard_1,Placer,COMMERCIAL,With chronic condition,,,61573,150,,,11,,
449,dashboard_1,Placer,COMMERCIAL,No chronic condition,,,106778,35,,,4,,
450,dashboard_1,Placer,COMMERCIAL,All,,,168351,60,,,6,,
451,dashboard_1,Plumas,COMMERCIAL,With chronic condition,,,1211,676.38,,,9,,
452,dashboard_1,Plumas,COMMERCIAL,No chronic condition,,,1526,158.06,,,4,,
453,dashboard_1,Plumas,COMMERCIAL,All,,,2737,310,,,5,,
454,dashboard_1,Riverside,COMMERCIAL,With chronic condition,,,268706,125,,,10,,
455,dashboard_1,Riverside,COMMERCIAL,No chronic condition,,,418282,30,,,4,,
456,dashboard_1,Riverside,COMMERCIAL,All,,,686988,55,,,5,,
457,dashboard_1,Sacramento,COMMERCIAL,No chronic condition,,,353791,20,,,4,,
458,dashboard_1,Sacramento,COMMERCIAL,With chronic condition,,,224650,105,,,11,,
459,dashboard_1,Sacramento,COMMERCIAL,All,,,578441,45,,,6,,
460,dashboard_1,San Benito,COMMERCIAL,With chronic condition,,,7932,225.45,,,11,,
461,dashboard_1,San Benito,COMMERCIAL,No chronic condition,,,11988,40,,,4,,
462,dashboard_1,San Benito,COMMERCIAL,All,,,19920,80,,,6,,
463,dashboard_1,San Bernardino,COMMERCIAL,With chronic condition,,,239217,105,,,10,,
464,dashboard_1,San Bernardino,COMMERCIAL,No chronic condition,,,382415,25,,,4,,
465,dashboard_1,San Bernardino,COMMERCIAL,All,,,621632,45,,,5,,
466,dashboard_1,San Diego,COMMERCIAL,With chronic condition,,,381406,150,,,11,,
467,dashboard_1,San Diego,COMMERCIAL,No chronic condition,,,615391,40,,,4,,
468,dashboard_1,San Diego,COMMERCIAL,All,,,996797,70,,,6,,
469,dashboard_1,San Francisco,COMMERCIAL,With chronic condition,,,107420,145,,,11,,
470,dashboard_1,San Francisco,COMMERCIAL,No chronic condition,,,201059,30,,,5,,
471,dashboard_1,San Francisco,COMMERCIAL,All,,,308479,55,,,6,,
472,dashboard_1,San Joaquin,COMMERCIAL,No chronic condition,,,165151,21,,,4,,
473,dashboard_1,San Joaquin,COMMERCIAL,With chronic condition,,,95277,120,,,11,,
474,dashboard_1,San Joaquin,COMMERCIAL,All,,,260428,45,,,6,,
475,dashboard_1,San Luis Obispo,COMMERCIAL,With chronic condition,,,36209,344.64,,,10,,
476,dashboard_1,San Luis Obispo,COMMERCIAL,No chronic condition,,,44673,90,,,4,,
477,dashboard_1,San Luis Obispo,COMMERCIAL,All,,,80882,166.33,,,6,,
478,dashboard_1,San Mateo,COMMERCIAL,With chronic condition,,,98782,150,,,12,,
479,dashboard_1,San Mateo,COMMERCIAL,No chronic condition,,,186249,26,,,5,,
480,dashboard_1,San Mateo,COMMERCIAL,All,,,285031,50,,,6,,
481,dashboard_1,Santa Barbara,COMMERCIAL,With chronic condition,,,44625,384.92,,,11,,
482,dashboard_1,Santa Barbara,COMMERCIAL,No chronic condition,,,62170,100,,,4,,
483,dashboard_1,Santa Barbara,COMMERCIAL,All,,,106795,185,,,6,,
484,dashboard_1,Santa Clara,COMMERCIAL,With chronic condition,,,231901,130,,,11,,
485,dashboard_1,Santa Clara,COMMERCIAL,No chronic condition,,,480049,25,,,5,,
486,dashboard_1,Santa Clara,COMMERCIAL,All,,,711950,40,,,6,,
487,dashboard_1,Santa Cruz,COMMERCIAL,With chronic condition,,,35234,190,,,12,,
488,dashboard_1,Santa Cruz,COMMERCIAL,No chronic condition,,,50279,40,,,5,,
489,dashboard_1,Santa Cruz,COMMERCIAL,All,,,85513,80,,,8,,
490,dashboard_1,Shasta,COMMERCIAL,No chronic condition,,,20936,127.89,,,4,,
491,dashboard_1,Shasta,COMMERCIAL,With chronic condition,,,15863,526.86,,,10,,
492,dashboard_1,Shasta,COMMERCIAL,All,,,36799,240.1,,,6,,
493,dashboard_1,Sierra,COMMERCIAL,With chronic condition,,,225,642.65,,,9,,
494,dashboard_1,Sierra,COMMERCIAL,No chronic condition,,,291,152.55,,,4,,
495,dashboard_1,Sierra,COMMERCIAL,All,,,516,294.89,,,5,,
496,dashboard_1,Siskiyou,COMMERCIAL,With chronic condition,,,3740,593.12,,,9,,
497,dashboard_1,Siskiyou,COMMERCIAL,No chronic condition,,,3880,138.69,,,3,,
498,dashboard_1,Siskiyou,COMMERCIAL,All,,,7620,307.92,,,5,,
499,dashboard_1,Solano,COMMERCIAL,With chronic condition,,,66147,90,,,12,,
500,dashboard_1,Solano,COMMERCIAL,No chronic condition,,,107604,20,,,4,,
501,dashboard_1,Solano,COMMERCIAL,All,,,173751,37,,,6,,
502,dashboard_1,Sonoma,COMMERCIAL,No chronic condition,,,116205,30,,,4,,
503,dashboard_1,Sonoma,COMMERCIAL,With chronic condition,,,68511,155,,,11,,
504,dashboard_1,Sonoma,COMMERCIAL,All,,,184716,60,,,6,,
505,dashboard_1,Stanislaus,COMMERCIAL,With chronic condition,,,58908,175,,,11,,
506,dashboard_1,Stanislaus,COMMERCIAL,No chronic condition,,,95541,40,,,4,,
507,dashboard_1,Stanislaus,COMMERCIAL,All,,,154449,73,,,6,,
508,dashboard_1,Sutter,COMMERCIAL,With chronic condition,,,9268,400,,,10,,
509,dashboard_1,Sutter,COMMERCIAL,No chronic condition,,,10538,88.57,,,4,,
510,dashboard_1,Sutter,COMMERCIAL,All,,,19806,181.16,,,6,,
511,dashboard_1,Tehama,COMMERCIAL,With chronic condition,,,4051,554.26,,,10,,
512,dashboard_1,Tehama,COMMERCIAL,No chronic condition,,,4371,139.01,,,3,,
513,dashboard_1,Tehama,COMMERCIAL,All,,,8422,288.24,,,6,,
514,dashboard_1,Trinity,COMMERCIAL,No chronic condition,,,903,149.22,,,3,,
515,dashboard_1,Trinity,COMMERCIAL,With chronic condition,,,820,617.41,,,9,,
516,dashboard_1,Trinity,COMMERCIAL,All,,,1723,295.03,,,5,,
517,dashboard_1,Tulare,COMMERCIAL,No chronic condition,,,46769,62.69,,,4,,
518,dashboard_1,Tulare,COMMERCIAL,With chronic condition,,,43669,260,,,10,,
519,dashboard_1,Tulare,COMMERCIAL,All,,,90438,130,,,6,,
520,dashboard_1,Tuolumne,COMMERCIAL,With chronic condition,,,4977,497.62,,,10,,
521,dashboard_1,Tuolumne,COMMERCIAL,No chronic condition,,,5189,113.14,,,3,,
522,dashboard_1,Tuolumne,COMMERCIAL,All,,,10166,243.4,,,6,,
523,dashboard_1,Ventura,COMMERCIAL,With chronic condition,,,107141,255,,,11,,
524,dashboard_1,Ventura,COMMERCIAL,No chronic condition,,,148356,60,,,4,,
525,dashboard_1,Ventura,COMMERCIAL,All,,,255497,110,,,6,,
526,dashboard_1,Yolo,COMMERCIAL,With chronic condition,,,30813,122.98,,,11,,
527,dashboard_1,Yolo,COMMERCIAL,No chronic condition,,,46646,30,,,4,,
528,dashboard_1,Yolo,COMMERCIAL,All,,,77459,55,,,6,,
529,dashboard_1,Yuba,COMMERCIAL,With chronic condition,,,6861,237.1,,,10,,
530,dashboard_1,Yuba,COMMERCIAL,No chronic condition,,,9710,45,,,4,,
531,dashboard_1,Yuba,COMMERCIAL,All,,,16571,90,,,6,,
532,dashboard_1,Alameda,MEDICAID,With chronic condition,,,150444,0,,,12,,
533,dashboard_1,Alameda,MEDICAID,No chronic condition,,,162302,0,,,4,,
534,dashboard_1,Alameda,MEDICAID,All,,,312746,0,,,6,,
535,dashboard_1,All,MEDICAID,No chronic condition,,,6071676,0,,,4,,
536,dashboard_1,All,MEDICAID,With chronic condition,,,4733741,0,,,15,,
537,dashboard_1,All,MEDICAID,All,,,10805417,0,,,7,,
538,dashboard_1,Alpine,MEDICAID,No chronic condition,,,115,0,,,4,,
539,dashboard_1,Alpine,MEDICAID,With chronic condition,,,111,0,,,12,,
540,dashboard_1,Alpine,MEDICAID,All,,,226,0,,,6.5,,
541,dashboard_1,Amador,MEDICAID,No chronic condition,,,3912,0,,,5,,
542,dashboard_1,Amador,MEDICAID,With chronic condition,,,3386,0,,,15,,
543,dashboard_1,Amador,MEDICAID,All,,,7298,0,,,8,,
544,dashboard_1,Butte,MEDICAID,With chronic condition,,,32926,0,,,19,,
545,dashboard_1,Butte,MEDICAID,No chronic condition,,,33704,0,,,6,,
546,dashboard_1,Butte,MEDICAID,All,,,66630,0,,,10,,
547,dashboard_1,Calaveras,MEDICAID,With chronic condition,,,5253,0,,,15,,
548,dashboard_1,Calaveras,MEDICAID,No chronic condition,,,5244,0,,,5,,
549,dashboard_1,Calaveras,MEDICAID,All,,,10497,0,,,8,,
550,dashboard_1,Colusa,MEDICAID,No chronic condition,,,4766,0,,,6,,
551,dashboard_1,Colusa,MEDICAID,With chronic condition,,,4461,0,,,15,,
552,dashboard_1,Colusa,MEDICAID,All,,,9227,0,,,10,,
553,dashboard_1,Contra Costa,MEDICAID,No chronic condition,,,129748,0,,,5,,
554,dashboard_1,Contra Costa,MEDICAID,With chronic condition,,,101099,0,,,15,,
555,dashboard_1,Contra Costa,MEDICAID,All,,,230847,0,,,8,,
556,dashboard_1,Del Norte,MEDICAID,With chronic condition,,,5102,0,,,20,,
557,dashboard_1,Del Norte,MEDICAID,No chronic condition,,,5570,0,,,6,,
558,dashboard_1,Del Norte,MEDICAID,All,,,10672,0,,,10,,
559,dashboard_1,El Dorado,MEDICAID,With chronic condition,,,14548,0,,,15,,
560,dashboard_1,El Dorado,MEDICAID,No chronic condition,,,16592,0,,,5,,
561,dashboard_1,El Dorado,MEDICAID,All,,,31140,0,,,8,,
562,dashboard_1,Fresno,MEDICAID,No chronic condition,,,217955,0,,,4,,
563,dashboard_1,Fresno,MEDICAID,With chronic condition,,,181670,0,,,14,,
564,dashboard_1,Fresno,MEDICAID,All,,,399625,0,,,7,,
565,dashboard_1,Glenn,MEDICAID,With chronic condition,,,5285,0,,,16,,
566,dashboard_1,Glenn,MEDICAID,No chronic condition,,,6306,0,,,7,,
567,dashboard_1,Glenn,MEDICAID,All,,,11591,0,,,10,,
568,dashboard_1,Humboldt,MEDICAID,With chronic condition,,,23114,0,,,20,,
569,dashboard_1,Humboldt,MEDICAID,No chronic condition,,,26830,0,,,6,,
570,dashboard_1,Humboldt,MEDICAID,All,,,49944,0,,,10,,
571,dashboard_1,Imperial,MEDICAID,With chronic condition,,,39607,0,,,18,,
572,dashboard_1,Imperial,MEDICAID,No chronic condition,,,44958,0,,,5,,
573,dashboard_1,Imperial,MEDICAID,All,,,84565,0,,,9,,
574,dashboard_1,Inyo,MEDICAID,With chronic condition,,,2232,0,,,12,,
575,dashboard_1,Inyo,MEDICAID,No chronic condition,,,3011,0,,,4,,
576,dashboard_1,Inyo,MEDICAID,All,,,5243,0,,,6,,
577,dashboard_1,Kern,MEDICAID,With chronic condition,,,152439,0,,,15,,
578,dashboard_1,Kern,MEDICAID,No chronic condition,,,216351,0,,,5,,
579,dashboard_1,Kern,MEDICAID,All,,,368790,0,,,7,,
580,dashboard_1,Kings,MEDICAID,No chronic condition,,,30255,0,,,6,,
581,dashboard_1,Kings,MEDICAID,With chronic condition,,,24588,0,,,17,,
582,dashboard_1,Kings,MEDICAID,All,,,54843,0,,,9,,
583,dashboard_1,Lake,MEDICAID,With chronic condition,,,14967,0,,,22,,
584,dashboard_1,Lake,MEDICAID,No chronic condition,,,14608,0,,,6,,
585,dashboard_1,Lake,MEDICAID,All,,,29575,0,,,11,,
586,dashboard_1,Lassen,MEDICAID,No chronic condition,,,3893,0,,,5,,
587,dashboard_1,Lassen,MEDICAID,With chronic condition,,,3330,0,,,17,,
588,dashboard_1,Lassen,MEDICAID,All,,,7223,0,,,8,,
589,dashboard_1,Los Angeles,MEDICAID,No chronic condition,,,1698552,0,,,4,,
590,dashboard_1,Los Angeles,MEDICAID,With chronic condition,,,1362315,0,,,16,,
591,dashboard_1,Los Angeles,MEDICAID,All,,,3060867,0,,,7,,
592,dashboard_1,Madera,MEDICAID,No chronic condition,,,34627,0,,,4,,
593,dashboard_1,Madera,MEDICAID,With chronic condition,,,26489,0,,,13,,
594,dashboard_1,Madera,MEDICAID,All,,,61116,0,,,7,,
595,dashboard_1,Marin,MEDICAID,With chronic condition,,,18298,0,,,19,,
596,dashboard_1,Marin,MEDICAID,No chronic condition,,,25241,0,,,6,,
597,dashboard_1,Marin,MEDICAID,All,,,43539,0,,,9,,
598,dashboard_1,Mariposa,MEDICAID,With chronic condition,,,2162,0,,,17,,
599,dashboard_1,Mariposa,MEDICAID,No chronic condition,,,2047,0,,,4,,
600,dashboard_1,Mariposa,MEDICAID,All,,,4209,0,,,9,,
601,dashboard_1,Mendocino,MEDICAID,With chronic condition,,,16992,0,,,21,,
602,dashboard_1,Mendocino,MEDICAID,No chronic condition,,,18419,0,,,6,,
603,dashboard_1,Mendocino,MEDICAID,All,,,35411,0,,,10,,
604,dashboard_1,Merced,MEDICAID,No chronic condition,,,76083,0,,,5,,
605,dashboard_1,Merced,MEDICAID,With chronic condition,,,49259,0,,,18,,
606,dashboard_1,Merced,MEDICAID,All,,,125342,0,,,8,,
607,dashboard_1,Modoc,MEDICAID,With chronic condition,,,1480,0,,,20,,
608,dashboard_1,Modoc,MEDICAID,No chronic condition,,,1455,0,,,6,,
609,dashboard_1,Modoc,MEDICAID,All,,,2935,0,,,10,,
610,dashboard_1,Mono,MEDICAID,With chronic condition,,,900,0,,,16,,
611,dashboard_1,Mono,MEDICAID,No chronic condition,,,1799,0,,,6,,
612,dashboard_1,Mono,MEDICAID,All,,,2699,0,,,8,,
613,dashboard_1,Monterey,MEDICAID,With chronic condition,,,63309,0,,,16,,
614,dashboard_1,Monterey,MEDICAID,No chronic condition,,,88687,0,,,5,,
615,dashboard_1,Monterey,MEDICAID,All,,,151996,0,,,8,,
616,dashboard_1,Napa,MEDICAID,With chronic condition,,,14481,0,,,17,,
617,dashboard_1,Napa,MEDICAID,No chronic condition,,,16451,0,,,5,,
618,dashboard_1,Napa,MEDICAID,All,,,30932,0,,,9,,
619,dashboard_1,Nevada,MEDICAID,No chronic condition,,,11613,0,,,5,,
620,dashboard_1,Nevada,MEDICAID,With chronic condition,,,9869,0,,,18,,
621,dashboard_1,Nevada,MEDICAID,All,,,21482,0,,,8,,
622,dashboard_1,Orange,MEDICAID,No chronic condition,,,394518,0,,,5,,
623,dashboard_1,Orange,MEDICAID,With chronic condition,,,292267,0,,,14,,
624,dashboard_1,Orange,MEDICAID,All,,,686785,0,,,7,,
625,dashboard_1,Placer,MEDICAID,With chronic condition,,,23037,0,,,16,,
626,dashboard_1,Placer,MEDICAID,No chronic condition,,,31859,0,,,5,,
